,cod_dep,cod_mun,departament,municipality,total
51,01,136,ANTIOQUIA,GOMEZ PLATA,960
52,01,139,ANTIOQUIA,GRANADA,611
53,01,140,ANTIOQUIA,GUADALUPE,489
54,01,142,ANTIOQUIA,GUARNE,5202
55,01,145,ANTIOQUIA,GUATAPE,899
56,01,148,ANTIOQUIA,HELICONIA,967
57,01,150,ANTIOQUIA,HISPANIA,591
58,01,151,ANTIOQUIA,ITAGUI,26470
59,01,154,ANTIOQUIA,ITUANGO,1218
60,01,157,ANTIOQUIA,JARDIN,899
61,01,160,ANTIOQUIA,JERICO,629
62,01,163,ANTIOQUIA,LA CEJA,3909
63,01,166,ANTIOQUIA,LA ESTRELLA,7257
64,01,168,ANTIOQUIA,PUERTO NARE-LA MAGDALENA,1467
65,01,169,ANTIOQUIA,LA UNION,1247
66,01,170,ANTIOQUIA,LA PINTADA,495
67,01,172,ANTIOQUIA,LIBORINA,603
68,01,175,ANTIOQUIA,MACEO,1057
69,01,178,ANTIOQUIA,MARINILLA,5116
70,01,181,ANTIOQUIA,MONTEBELLO,767
71,01,184,ANTIOQUIA,MURINDO,416
72,01,187,ANTIOQUIA,MUTATA,3722
73,01,190,ANTIOQUIA,NARI/O,1263
74,01,191,ANTIOQUIA,NECHI,1859
75,01,192,ANTIOQUIA,NECOCLI,5572
76,01,193,ANTIOQUIA,OLAYA,853
77,01,196,ANTIOQUIA,PE/OL,1075
78,01,199,ANTIOQUIA,PEQUE,574
79,01,202,ANTIOQUIA,PUEBLORRICO,539
80,01,205,ANTIOQUIA,PUERTO BERRIO,5069
81,01,206,ANTIOQUIA,PUERTO TRIUNFO,2792
82,01,208,ANTIOQUIA,REMEDIOS,2010
83,01,211,ANTIOQUIA,RETIRO,1954
84,01,214,ANTIOQUIA,RIONEGRO,9619
85,01,217,ANTIOQUIA,SABANALARGA,557
86,01,218,ANTIOQUIA,SABANETA,8700
87,01,220,ANTIOQUIA,SALGAR,1265
88,01,223,ANTIOQUIA,SAN ANDRES,733
89,01,226,ANTIOQUIA,SAN CARLOS,1905
90,01,227,ANTIOQUIA,SAN FRANCISCO,1238
91,01,229,ANTIOQUIA,SAN JERONIMO,1470
92,01,230,ANTIOQUIA,SAN JOSE DE LA MONTA/A,359
93,01,231,ANTIOQUIA,SAN JUAN DE URABA,1991
94,01,232,ANTIOQUIA,SAN LUIS,1378
95,01,235,ANTIOQUIA,SAN PEDRO,1466
96,01,237,ANTIOQUIA,SAN PEDRO DE URABA,3347
97,01,238,ANTIOQUIA,SAN RAFAEL,1027
98,01,241,ANTIOQUIA,SAN ROQUE,1999
99,01,244,ANTIOQUIA,SAN VICENTE,887
100,01,247,ANTIOQUIA,SANTA BARBARA,1350
101,01,250,ANTIOQUIA,SANTA ROSA DE OSOS,1753
102,01,253,ANTIOQUIA,SANTO DOMINGO,1425
103,01,256,ANTIOQUIA,SANTUARIO,1740
104,01,259,ANTIOQUIA,SEGOVIA,2167
105,01,262,ANTIOQUIA,SONSON,2806
106,01,265,ANTIOQUIA,SOPETRAN,1568
107,01,268,ANTIOQUIA,TAMESIS,1192
108,01,270,ANTIOQUIA,TARAZA,2696
109,01,271,ANTIOQUIA,TARSO,532
110,01,274,ANTIOQUIA,TITIRIBI,818
111,01,277,ANTIOQUIA,TOLEDO,317
112,01,280,ANTIOQUIA,TURBO,9400
113,01,282,ANTIOQUIA,URAMITA,618
114,01,283,ANTIOQUIA,URRAO,1711
115,01,286,ANTIOQUIA,VALDIVIA,2103
116,01,289,ANTIOQUIA,VALPARAISO,571
117,01,290,ANTIOQUIA,VEGACHI,1224
118,01,291,ANTIOQUIA,VIGIA DEL FUERTE,1414
119,01,292,ANTIOQUIA,VENECIA,991
120,01,293,ANTIOQUIA,YALI,672
121,01,295,ANTIOQUIA,YARUMAL,3064
122,01,298,ANTIOQUIA,YOLOMBO,1669
123,01,300,ANTIOQUIA,YONDO-CASABE,3918
124,01,301,ANTIOQUIA,ZARAGOZA,2639
125,03,001,ATLANTICO,BARRANQUILLA,170576
126,03,004,ATLANTICO,BARANOA,5605
127,03,007,ATLANTICO,CAMPO DE LA CRUZ,500
128,03,010,ATLANTICO,CANDELARIA,865
129,03,013,ATLANTICO,GALAPA,4377
130,03,016,ATLANTICO,JUAN DE ACOSTA,2593
131,03,019,ATLANTICO,LURUACO,2419
132,03,022,ATLANTICO,MALAMBO,9031
133,03,025,ATLANTICO,MANATI,437
134,03,028,ATLANTICO,PALMAR DE VARELA,2187
135,03,031,ATLANTICO,PIOJO,1928
136,03,034,ATLANTICO,POLONUEVO,886
137,03,035,ATLANTICO,PONEDERA,2014
138,03,037,ATLANTICO,PUERTO COLOMBIA,3577
139,03,040,ATLANTICO,REPELON,957
140,03,043,ATLANTICO,SABANAGRANDE,1879
141,03,046,ATLANTICO,SABANALARGA,5157
142,03,047,ATLANTICO,SANTA LUCIA,528
143,03,049,ATLANTICO,SANTO TOMAS,2885
144,03,052,ATLANTICO,SOLEDAD,36041
145,03,055,ATLANTICO,SUAN,688
146,03,058,ATLANTICO,TUBARA,824
147,03,061,ATLANTICO,USIACURI,417
148,05,001,BOLIVAR,CARTAGENA,110591
149,05,004,BOLIVAR,ACHI,1896
150,05,005,BOLIVAR,ARENAL,697
151,05,006,BOLIVAR,ALTOS DEL ROSARIO,740
152,05,007,BOLIVAR,ARJONA,3520
153,05,009,BOLIVAR,ARROYO HONDO,1113
154,05,010,BOLIVAR,BARRANCO DE LOBA,1289
155,05,013,BOLIVAR,CALAMAR,2830
156,05,014,BOLIVAR,CANTAGALLO,1290
157,05,015,BOLIVAR,CICUCO,1052
158,05,016,BOLIVAR,CORDOBA,1991
159,05,018,BOLIVAR,CLEMENCIA,637
160,05,022,BOLIVAR,EL CARMEN DE BOLIVAR,4729
161,05,025,BOLIVAR,EL GUAMO,1509
162,05,026,BOLIVAR,HATILLO DE LOBA,1221
163,05,027,BOLIVAR,EL PE/ON,894
164,05,028,BOLIVAR,MAGANGUE,9425
165,05,031,BOLIVAR,MAHATES,1947
166,05,037,BOLIVAR,MARGARITA,902
167,05,040,BOLIVAR,MARIA LA BAJA,3208
168,05,041,BOLIVAR,MONTECRISTO,2867
169,05,043,BOLIVAR,MOMPOS,3460
170,05,044,BOLIVAR,MORALES,1636
171,05,050,BOLIVAR,NOROSI,970
172,05,059,BOLIVAR,PINILLOS,1221
173,05,063,BOLIVAR,REGIDOR,455
174,05,065,BOLIVAR,RIOVIEJO,1041
175,05,070,BOLIVAR,SAN ESTANISLAO,1332
176,05,072,BOLIVAR,SAN CRISTOBAL,826
177,05,073,BOLIVAR,SAN FERNANDO,972
178,05,076,BOLIVAR,SAN JACINTO,2752
179,05,078,BOLIVAR,SAN JACINTO DEL CAUCA,1276
180,05,079,BOLIVAR,SAN JUAN NEPOMUCENO,2304
181,05,082,BOLIVAR,SAN MARTIN DE LOBA,1243
182,05,084,BOLIVAR,SAN PABLO,2092
183,05,091,BOLIVAR,SANTA CATALINA,1622
184,05,094,BOLIVAR,SANTA ROSA,1226
185,05,095,BOLIVAR,SANTA ROSA DEL SUR,2102
186,05,097,BOLIVAR,SIMITI,1720
187,05,106,BOLIVAR,SOPLAVIENTO,352
188,05,110,BOLIVAR,TALAIGUA NUEVO,728
189,05,113,BOLIVAR,TIQUISIO (PTO. RICO),2093
190,05,118,BOLIVAR,TURBACO,6788
191,05,121,BOLIVAR,TURBANA,1556
192,05,124,BOLIVAR,VILLANUEVA,1269
193,05,127,BOLIVAR,ZAMBRANO,707
194,07,001,BOYACA,TUNJA,9377
195,07,007,BOYACA,ALMEIDA,293
196,07,008,BOYACA,AQUITANIA (PUEBLOVIEJO),831
197,07,010,BOYACA,ARCABUCO,403
198,07,013,BOYACA,BELEN,523
199,07,016,BOYACA,BERBEO,175
200,07,019,BOYACA,BETEITIVA,204
201,07,022,BOYACA,BOAVITA,346
202,07,025,BOYACA,BOYACA,470
203,07,028,BOYACA,BRICE/O,362
204,07,031,BOYACA,BUENAVISTA,494
205,07,034,BOYACA,BUSBANZA,79
206,07,037,BOYACA,CALDAS,457
207,07,040,BOYACA,CAMPOHERMOSO,219
208,07,043,BOYACA,CERINZA,234
209,07,046,BOYACA,CIENEGA,242
210,07,049,BOYACA,COMBITA,1256
211,07,052,BOYACA,COPER,463
212,07,055,BOYACA,CORRALES,140
213,07,058,BOYACA,COVARACHIA,786
214,07,059,BOYACA,CUBARA,832
215,07,060,BOYACA,CUCAITA,215
216,07,061,BOYACA,CUITIVA,165
217,07,064,BOYACA,CHINAVITA,327
218,07,067,BOYACA,CHIQUINQUIRA,2778
219,07,068,BOYACA,CHIQUIZA,730
220,07,070,BOYACA,CHISCAS,255
221,07,073,BOYACA,CHITA,650
222,07,076,BOYACA,CHITARAQUE,516
223,07,077,BOYACA,CHIVATA,379
224,07,078,BOYACA,CHIVOR,248
225,07,079,BOYACA,DUITAMA,5260
226,07,082,BOYACA,EL COCUY,254
227,07,085,BOYACA,EL ESPINO,197
228,07,088,BOYACA,FIRAVITOBA,437
229,07,091,BOYACA,FLORESTA,168
230,07,094,BOYACA,GACHANTIVA,372
231,07,097,BOYACA,GAMEZA,357
232,07,100,BOYACA,GARAGOA,869
233,07,103,BOYACA,GUACAMAYAS,151
234,07,106,BOYACA,GUATEQUE,903
235,07,109,BOYACA,GUAYATA,575
236,07,112,BOYACA,GUICAN,148
237,07,118,BOYACA,IZA,390
238,07,121,BOYACA,JENESANO,678
239,07,124,BOYACA,JERICO,228
240,07,127,BOYACA,LABRANZAGRANDE,436
241,07,130,BOYACA,LA CAPILLA,151
242,07,136,BOYACA,LA UVITA,233
243,07,137,BOYACA,LA VICTORIA,180
244,07,139,BOYACA,VILLA DE LEIVA,797
245,07,142,BOYACA,MACANAL,342
246,07,148,BOYACA,MARIPI,2211
247,07,151,BOYACA,MIRAFLORES,370
248,07,154,BOYACA,MONGUA,450
249,07,157,BOYACA,MONGUI,321
250,07,160,BOYACA,MONIQUIRA,1152
251,07,161,BOYACA,MOTAVITA,648
252,07,163,BOYACA,MUZO,776
253,07,166,BOYACA,NOBSA,1320
254,07,169,BOYACA,NUEVO COLON,273
255,07,173,BOYACA,OICATA,299
256,07,176,BOYACA,OTANCHE,815
257,07,178,BOYACA,PACHAVITA,186
258,07,179,BOYACA,PAEZ,181
259,07,181,BOYACA,PAIPA,3105
260,07,184,BOYACA,PAJARITO,246
261,07,187,BOYACA,PANQUEBA,132
262,07,190,BOYACA,PAUNA,886
263,07,193,BOYACA,PAYA,315
264,07,199,BOYACA,PAZ DE RIO,265
265,07,202,BOYACA,PESCA,341
266,07,205,BOYACA,PISBA,119
267,07,214,BOYACA,PUERTO BOYACA,7060
268,07,215,BOYACA,QUIPAMA,637
269,07,217,BOYACA,RAMIRIQUI,732
270,07,220,BOYACA,RAQUIRA,597
271,07,223,BOYACA,RONDON,280
272,07,226,BOYACA,SABOYA,1198
273,07,232,BOYACA,SACHICA,285
274,07,235,BOYACA,SAMACA,816
275,07,237,BOYACA,SAN EDUARDO,147
276,07,238,BOYACA,SAN JOSE DE PARE,1027
277,07,241,BOYACA,SAN LUIS DE GACENO,423
278,07,247,BOYACA,SAN MATEO,306
279,07,248,BOYACA,SAN MIGUEL DE SEMA,163
280,07,249,BOYACA,SAN PABLO DE BORBUR,881
281,07,250,BOYACA,SANTANA,587
282,07,251,BOYACA,SANTA MARIA,224
283,07,253,BOYACA,SANTA ROSA DE VITERBO,680
284,07,256,BOYACA,SANTA SOFIA,408
285,07,259,BOYACA,SATIVANORTE,327
286,07,262,BOYACA,SATIVASUR,186
287,07,265,BOYACA,SIACHOQUE,592
288,07,268,BOYACA,SOATA,461
289,07,271,BOYACA,SOCOTA,675
290,07,274,BOYACA,SOCHA,656
291,07,277,BOYACA,SOGAMOSO,5190
292,07,280,BOYACA,SOMONDOCO,473
293,07,281,BOYACA,SORA,364
294,07,282,BOYACA,SORACA,732
295,07,283,BOYACA,SOTAQUIRA,488
296,07,286,BOYACA,SUSACON,249
297,07,289,BOYACA,SUTAMARCHAN,690
298,07,292,BOYACA,SUTATENZA,377
299,07,298,BOYACA,TASCO,517
300,07,301,BOYACA,TENZA,203
301,07,304,BOYACA,TIBANA,466
302,07,307,BOYACA,TIBASOSA,745
303,07,310,BOYACA,TINJACA,327
304,07,311,BOYACA,TIPACOQUE,455
305,07,313,BOYACA,TOCA,430
306,07,316,BOYACA,TOGUI,326
307,07,319,BOYACA,TOPAGA,223
308,07,322,BOYACA,TOTA,687
309,07,324,BOYACA,TUNUNGUA,199
310,07,325,BOYACA,TURMEQUE,375
311,07,328,BOYACA,TUTA,933
312,07,331,BOYACA,TUTAZA,273
313,07,334,BOYACA,UMBITA,393
314,07,337,BOYACA,VENTAQUEMADA,541
315,07,340,BOYACA,VIRACACHA,464
316,07,346,BOYACA,ZETAQUIRA,397
317,09,001,CALDAS,MANIZALES,24293
318,09,004,CALDAS,AGUADAS,1059
319,09,007,CALDAS,ANSERMA,2073
320,09,013,CALDAS,ARANZAZU,815
321,09,022,CALDAS,BELALCAZAR,1068
322,09,034,CALDAS,CHINCHINA,3155
323,09,037,CALDAS,FILADELFIA,861
324,09,049,CALDAS,LA DORADA,4327
325,09,052,CALDAS,LA MERCED,713
326,09,055,CALDAS,MANZANARES,1099
327,09,058,CALDAS,MARMATO,691
328,09,061,CALDAS,MARQUETALIA,884
329,09,067,CALDAS,MARULANDA,524
330,09,076,CALDAS,NEIRA,918
331,09,078,CALDAS,NORCASIA,553
332,09,079,CALDAS,PACORA,763
333,09,082,CALDAS,PALESTINA,2443
334,09,085,CALDAS,PENSILVANIA,1065
335,09,103,CALDAS,RIOSUCIO,2363
336,09,106,CALDAS,RISARALDA,1494
337,09,109,CALDAS,SALAMINA,896
338,09,115,CALDAS,SAMANA,1942
339,09,120,CALDAS,SAN JOSE,875
340,09,124,CALDAS,SUPIA,880
341,09,127,CALDAS,VICTORIA,903
342,09,130,CALDAS,VILLAMARIA,4461
343,09,133,CALDAS,VITERBO,1033
344,11,001,CAUCA,POPAYAN,17518
345,11,004,CAUCA,ALMAGUER,653
346,11,005,CAUCA,ARGELIA,1548
347,11,006,CAUCA,BALBOA,1254
348,11,007,CAUCA,BOLIVAR,2413
349,11,010,CAUCA,BUENOS AIRES,1868
350,11,013,CAUCA,CAJIBIO,1133
351,11,016,CAUCA,CALDONO,1257
352,11,019,CAUCA,CALOTO,2801
353,11,022,CAUCA,CORINTO,1891
354,11,025,CAUCA,EL TAMBO,4403
355,11,027,CAUCA,FLORENCIA,437
356,11,028,CAUCA,GUAPI,1709
357,11,029,CAUCA,GUACHENE,2302
358,11,031,CAUCA,INZA,1306
359,11,034,CAUCA,JAMBALO,371
360,11,037,CAUCA,LA SIERRA,719
361,11,040,CAUCA,LA VEGA,1773
362,11,043,CAUCA,LOPEZ (MICAY),2070
363,11,046,CAUCA,MERCADERES,1271
364,11,049,CAUCA,MIRANDA,2443
365,11,052,CAUCA,MORALES,1826
366,11,053,CAUCA,PADILLA,727
367,11,055,CAUCA,PAEZ (BELALCAZAR),1722
368,11,058,CAUCA,PATIA (EL BORDO),2224
369,11,060,CAUCA,PIAMONTE,2025
370,11,061,CAUCA,PIENDAMO,2004
371,11,064,CAUCA,PUERTO TEJADA,3434
372,11,067,CAUCA,PURACE (COCONUCO),1188
373,11,070,CAUCA,ROSAS,1233
374,11,073,CAUCA,SAN SEBASTIAN,1505
375,11,076,CAUCA,SANTANDER DE QUILICHAO,5016
376,11,079,CAUCA,SANTA ROSA,1452
377,11,082,CAUCA,SILVIA,1166
378,11,085,CAUCA,SOTARA (PAISPAMBA),1048
379,11,086,CAUCA,SUCRE,1525
380,11,087,CAUCA,SUAREZ,2532
381,11,088,CAUCA,TIMBIO,2453
382,11,091,CAUCA,TIMBIQUI,2264
383,11,094,CAUCA,TORIBIO,820
384,11,097,CAUCA,TOTORO,1121
385,11,098,CAUCA,VILLA RICA,1999
386,12,001,CESAR,VALLEDUPAR,30590
387,12,075,CESAR,AGUACHICA,6513
388,12,150,CESAR,AGUSTIN CODAZZI,5516
389,12,170,CESAR,ASTREA,1885
390,12,180,CESAR,BECERRIL,3000
391,12,200,CESAR,BOSCONIA,4495
392,12,225,CESAR,CURUMANI,2549
393,12,300,CESAR,CHIMICHAGUA,2993
394,12,375,CESAR,CHIRIGUANA,4956
395,12,410,CESAR,EL COPEY,3040
396,12,415,CESAR,EL PASO,4494
397,12,450,CESAR,GAMARRA,986
398,12,525,CESAR,GONZALEZ,439
399,12,600,CESAR,LA GLORIA,1538
400,12,608,CESAR,LA JAGUA DE IBIRICO,4538
401,12,625,CESAR,MANAURE BALCON DEL CESAR (MANA,1267
402,12,650,CESAR,PAILITAS,1542
403,12,700,CESAR,PELAYA,1568
404,12,720,CESAR,PUEBLO BELLO,3049
405,12,750,CESAR,RIO DE ORO,1414
406,12,800,CESAR,SAN ALBERTO,2993
407,12,825,CESAR,LA PAZ,3538
408,12,850,CESAR,SAN DIEGO,2200
409,12,875,CESAR,SAN MARTIN,2581
410,12,900,CESAR,TAMALAMEQUE,1458
411,13,001,CORDOBA,MONTERIA,42781
412,13,004,CORDOBA,AYAPEL,3085
413,13,007,CORDOBA,BUENAVISTA,4178
414,13,009,CORDOBA,CANALETE,1965
415,13,010,CORDOBA,CERETE,7273
416,13,013,CORDOBA,CIENAGA DE ORO,4887
417,13,014,CORDOBA,COTORRA (BONGO),3346
418,13,016,CORDOBA,CHIMA,1508
419,13,019,CORDOBA,CHINU,3520
420,13,020,CORDOBA,LA APARTADA (FRONTERA),1390
421,13,022,CORDOBA,LORICA,8785
422,13,023,CORDOBA,LOS CORDOBAS,2562
423,13,024,CORDOBA,MOMIL,1171
424,13,025,CORDOBA,MONTELIBANO,5560
425,13,027,CORDOBA,MO/ITOS,3240
426,13,028,CORDOBA,PLANETA RICA,5482
427,13,031,CORDOBA,PUEBLO NUEVO,3746
428,13,032,CORDOBA,PUERTO LIBERTADOR,6027
429,13,033,CORDOBA,PUERTO ESCONDIDO,2893
430,13,034,CORDOBA,PURISIMA,1751
431,13,037,CORDOBA,SAHAGUN,15346
432,13,040,CORDOBA,SAN ANDRES DE SOTAVENTO,3214
433,13,043,CORDOBA,SAN ANTERO,2180
434,13,046,CORDOBA,SAN BERNARDO DEL VIENTO,2152
435,13,049,CORDOBA,SAN CARLOS,2709
436,13,052,CORDOBA,SAN JOSE DE URE,2092
437,13,055,CORDOBA,SAN PELAYO,4840
438,13,058,CORDOBA,TIERRALTA,7033
439,13,060,CORDOBA,TUCHIN,2928
440,13,061,CORDOBA,VALENCIA,3146
441,15,004,CUNDINAMARCA,AGUA DE DIOS,1277
442,15,007,CUNDINAMARCA,ALBAN,1191
443,15,010,CUNDINAMARCA,ANAPOIMA,1593
444,15,013,CUNDINAMARCA,ANOLAIMA,1141
445,15,016,CUNDINAMARCA,ARBELAEZ,656
446,15,019,CUNDINAMARCA,BELTRAN,404
447,15,022,CUNDINAMARCA,BITUIMA,621
448,15,025,CUNDINAMARCA,BOJACA,625
449,15,029,CUNDINAMARCA,CABRERA,413
450,15,030,CUNDINAMARCA,CACHIPAY,1020
451,15,031,CUNDINAMARCA,CAJICA,3375
452,15,034,CUNDINAMARCA,CAPARRAPI,862
453,15,037,CUNDINAMARCA,CAQUEZA,763
454,15,040,CUNDINAMARCA,CARMEN DE CARUPA,508
455,15,043,CUNDINAMARCA,COGUA,1975
456,15,046,CUNDINAMARCA,COTA,3844
457,15,049,CUNDINAMARCA,CUCUNUBA,352
458,15,052,CUNDINAMARCA,CHAGUANI,476
459,15,055,CUNDINAMARCA,CHIA,7554
460,15,058,CUNDINAMARCA,CHIPAQUE,720
461,15,061,CUNDINAMARCA,CHOACHI,949
462,15,064,CUNDINAMARCA,CHOCONTA,908
463,15,067,CUNDINAMARCA,EL COLEGIO,2265
464,15,070,CUNDINAMARCA,EL PE/ON,636
465,15,072,CUNDINAMARCA,EL ROSAL,1985
466,15,076,CUNDINAMARCA,FACATATIVA,6242
467,15,079,CUNDINAMARCA,FOMEQUE,833
468,15,085,CUNDINAMARCA,FOSCA,766
469,15,088,CUNDINAMARCA,FUNZA,12188
470,15,091,CUNDINAMARCA,FUQUENE,590
471,15,094,CUNDINAMARCA,FUSAGASUGA,8505
472,15,097,CUNDINAMARCA,GACHALA,422
473,15,100,CUNDINAMARCA,GACHANCIPA,1576
474,15,103,CUNDINAMARCA,GACHETA,591
475,15,106,CUNDINAMARCA,GAMA,347
476,15,109,CUNDINAMARCA,GIRARDOT,8101
477,15,112,CUNDINAMARCA,GUACHETA,761
478,15,115,CUNDINAMARCA,GUADUAS,2193
479,15,118,CUNDINAMARCA,GUASCA,947
480,15,121,CUNDINAMARCA,GUATAQUI,257
481,15,124,CUNDINAMARCA,GUATAVITA,339
482,15,127,CUNDINAMARCA,GUAYABAL DE SIQUIMA,660
483,15,128,CUNDINAMARCA,GUAYABETAL,802
484,15,130,CUNDINAMARCA,GUTIERREZ,322
485,15,132,CUNDINAMARCA,GRANADA,676
486,15,133,CUNDINAMARCA,JERUSALEN,450
487,15,136,CUNDINAMARCA,JUNIN,355
488,15,139,CUNDINAMARCA,LA CALERA,1649
489,15,142,CUNDINAMARCA,LA MESA,2559
490,15,145,CUNDINAMARCA,LA PALMA,563
491,15,148,CUNDINAMARCA,LA PE/A,551
492,15,151,CUNDINAMARCA,LA VEGA,1159
493,15,154,CUNDINAMARCA,LENGUAZAQUE,559
494,15,157,CUNDINAMARCA,MACHETA,538
495,15,160,CUNDINAMARCA,MADRID,5663
496,15,163,CUNDINAMARCA,MANTA,393
497,15,166,CUNDINAMARCA,MEDINA,602
498,15,169,CUNDINAMARCA,MOSQUERA,10953
499,15,172,CUNDINAMARCA,NARI/O,326
500,15,175,CUNDINAMARCA,NEMOCON,824
501,15,178,CUNDINAMARCA,NILO,1461
502,15,181,CUNDINAMARCA,NIMAIMA,850
503,15,184,CUNDINAMARCA,NOCAIMA,755
504,15,190,CUNDINAMARCA,PACHO,1328
505,15,193,CUNDINAMARCA,PAIME,695
506,15,196,CUNDINAMARCA,PANDI,812
507,15,198,CUNDINAMARCA,PARATEBUENO (LA NAGUAYA),1249
508,15,199,CUNDINAMARCA,PASCA,900
509,15,202,CUNDINAMARCA,PUERTO SALGAR,1192
510,15,205,CUNDINAMARCA,PULI,819
511,15,208,CUNDINAMARCA,QUEBRADANEGRA,407
512,15,211,CUNDINAMARCA,QUETAME,795
513,15,214,CUNDINAMARCA,QUIPILE,804
514,15,217,CUNDINAMARCA,APULO,843
515,15,218,CUNDINAMARCA,RICAURTE,2024
516,15,220,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,1014
517,15,223,CUNDINAMARCA,SAN BERNARDO,707
518,15,226,CUNDINAMARCA,SAN CAYETANO,1055
519,15,229,CUNDINAMARCA,SAN FRANCISCO,1183
520,15,232,CUNDINAMARCA,SAN JUAN DE RIOSECO,1056
521,15,235,CUNDINAMARCA,SASAIMA,1308
522,15,238,CUNDINAMARCA,SESQUILE,848
523,15,239,CUNDINAMARCA,SIBATE,2884
524,15,241,CUNDINAMARCA,SILVANIA,3148
525,15,244,CUNDINAMARCA,SIMIJACA,601
526,15,247,CUNDINAMARCA,SOACHA,28361
527,15,250,CUNDINAMARCA,SOPO,1541
528,15,256,CUNDINAMARCA,SUBACHOQUE,1073
529,15,259,CUNDINAMARCA,SUESCA,880
530,15,262,CUNDINAMARCA,SUPATA,523
531,15,265,CUNDINAMARCA,SUSA,299
532,15,268,CUNDINAMARCA,SUTATAUSA,735
533,15,271,CUNDINAMARCA,TABIO,1248
534,15,274,CUNDINAMARCA,TAUSA,628
535,15,277,CUNDINAMARCA,TENA,1390
536,15,280,CUNDINAMARCA,TENJO,1695
537,15,283,CUNDINAMARCA,TIBACUY,622
538,15,286,CUNDINAMARCA,TIBIRITA,359
539,15,289,CUNDINAMARCA,TOCAIMA,957
540,15,292,CUNDINAMARCA,TOCANCIPA,3560
541,15,295,CUNDINAMARCA,TOPAIPI,582
542,15,298,CUNDINAMARCA,UBALA,747
543,15,301,CUNDINAMARCA,UBAQUE,678
544,15,304,CUNDINAMARCA,UBATE,1943
545,15,307,CUNDINAMARCA,UNE,453
546,15,316,CUNDINAMARCA,UTICA,386
547,15,318,CUNDINAMARCA,VENECIA,520
548,15,319,CUNDINAMARCA,VERGARA,829
549,15,322,CUNDINAMARCA,VIANI,414
550,15,323,CUNDINAMARCA,VILLAGOMEZ,378
551,15,325,CUNDINAMARCA,VILLAPINZON,671
552,15,328,CUNDINAMARCA,VILLETA,1591
553,15,331,CUNDINAMARCA,VIOTA,2031
554,15,334,CUNDINAMARCA,YACOPI,1411
555,15,337,CUNDINAMARCA,ZIPACON,824
556,15,340,CUNDINAMARCA,ZIPAQUIRA,6311
557,16,001,BOGOTA D.C.,"BOGOTA, D.C.",501098
558,17,001,CHOCO,QUIBDO,5810
559,17,002,CHOCO,ATRATO (YUTO),2256
560,17,004,CHOCO,ACANDI,1140
561,17,006,CHOCO,ALTO BAUDO (PIE DE PATO),1483
