,crime,criminality,is_file,is_preclusion,state,state_case,law,departament,municipality,year,total_processes
1707,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,BOYACA,ZETAQUIRA,2019,1
1711,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,SANTANDER,SABANA DE TORRES,2019,1
1712,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,NARIÑO,BARBACOAS,2019,1
1717,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CALDAS,MARULANDA,2019,1
1718,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,TOLIMA,SAN ANTONIO,2019,1
1721,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,BOLÍVAR,CARTAGENA,2019,2
1726,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,JUICIO,LEY 906,SUCRE,SAN BENITO ABAD,2019,1
1731,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,TOLIMA,HONDA,2019,1
1732,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,QUINDÍO,QUIMBAYA,2019,1
1733,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CAQUETÁ,PUERTO RICO,2019,1
1737,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,ANTIOQUIA,CALDAS,2019,1
1740,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,VALLE DEL CAUCA,CALIMA,2019,1
1746,VOTO FRAUDULENTO ART. 391 C.P,SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,LEY 906,LA GUAJIRA,BARRANCAS,2019,4
1747,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,TOLIMA,RONCESVALLES,2019,1
1750,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOYACA,TOG√ÚÍ,2019,1
1751,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,MAGDALENA,PEDRAZA,2019,1
1752,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,NARIÑO,EL PEÑOL,2019,1
1755,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,TOCANCIPÁ,2019,1
1762,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CAUCA,SANTANDER DE QUILICHAO,2019,1
1767,INTERVENCION EN POLITICA ART. 422 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,QUETAME,2019,1
1774,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOYACA,SUSACÓN,2019,1
1778,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,ANTIOQUIA,ANGOSTURA,2019,2
1779,VIOLACION DE LOS TOPES O LIMITES DE GASTOS EN LAS CAMPAÑAS ELECTORALES 396 B,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,HUILA,NEIVA,2019,1
1780,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,SI,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,PARATEBUENO,2019,1
1784,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CAQUETÁ,MILÁN,2019,1
1785,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CAUCA,SAN SEBASTIÁN,2019,1
1795,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,HUILA,PALESTINA,2019,1
1796,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOLÍVAR,ZAMBRANO,2019,1
1801,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,TOLIMA,IBAGUÉ,2019,6
1804,FINANCIACION DE CAMPAÑAS ELECTORALES CON FUENTES PROHIBIDAS ART.396A,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,VALLE DEL CAUCA,PRADERA,2019,1
1805,INTERVENCION EN POLITICA ART. 422 C.P.,SI,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,TOLIMA,MELGAR,2019,2
1806,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOLÍVAR,ACHÍ,2019,1
1811,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CAQUETÁ,CARTAGENA DEL CHAIRÁ,2019,1
1814,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CHOCÓ,RÍO IRO,2019,1
1815,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,RISARALDA,LA VIRGINIA,2019,2
1820,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,SANTANDER,PÁRAMO,2019,3
1830,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,BOLÍVAR,CARTAGENA,2019,1
1835,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,SUCRE,SINCELEJO,2019,1
1840,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,JUICIO,LEY 906,ANTIOQUIA,EL BAGRE,2019,1
1841,MORA EN LA ENTREGA DE DOCUMENTOS RELACIONADOS CON UNA VOTACION ART. 393 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,ATLÁNTICO,BARRANQUILLA,2019,2
1846,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,NARIÑO,SAN LORENZO,2019,4
1847,INTERVENCION EN POLITICA ART. 422 C.P.,SI,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,HUILA,CAMPOALEGRE,2019,1
1849,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,TOLIMA,SAN ANTONIO,2019,1
1851,VIOLACION DE LOS TOPES O LIMITES DE GASTOS EN LAS CAMPAÑAS ELECTORALES 396 B,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,GIRARDOT,2019,1
1856,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,MAGDALENA,SANTA MARTA,2019,1
1862,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,CUCUNUBÁ,2019,1
1870,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CALDAS,MANIZALES,2019,2
1871,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CHOCÓ,RÍO QUITO,2019,1
1874,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,HUILA,PALERMO,2019,1
1876,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CHOCÓ,JURADÓ,2019,1
1877,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,BOLÍVAR,CARTAGENA,2019,2
1878,ELECCION ILICITA DE CANDIDATOS ART. 389A,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,BOYACA,SORACÁ,2019,2
1880,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,NARIÑO,MAG√ÚI,2019,1
1882,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CAQUETÁ,SAN VICENTE DEL CAGUÁN,2019,1
1883,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,TOLIMA,COELLO,2019,1
1885,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,SUCRE,COROZAL,2019,1
1886,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CAUCA,ARGELIA,2019,1
1894,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,NARIÑO,PASTO,2019,4
1895,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,ANTIOQUIA,RIONEGRO,2019,1
1897,VOTO FRAUDULENTO ART. 391 C.P,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CAUCA,POPAYÁN,2019,1
1898,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,NARIÑO,PASTO,2019,1
1899,DE LA VIOLACION AL EJERCICIO DE MECANISMOS DE PARTICIPACION,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,FUNZA,2019,1
1902,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOYACA,RAMIRIQUÍ,2019,1
1903,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CHOCÓ,ISTMINA,2019,2
1907,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,SANTANDER,BUCARAMANGA,2019,1
1909,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CALDAS,BELALCÁZAR,2019,1
1918,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CHOCÓ,CÉRTEGUI,2019,1
1921,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,META,VILLAVICENCIO,2019,1
1936,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CALDAS,LA DORADA,2019,1
1944,ELECCION ILICITA DE CANDIDATOS ART. 389A,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,BOYACA,CHIQUINQUIRÁ,2019,2
1945,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,MAGDALENA,ALGARROBO,2019,1
1950,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,BOLÍVAR,CARTAGENA,2019,3
1954,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,QUETAME,2019,2
1959,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2019,1
1963,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOYACA,SABOYÁ,2019,1
1968,TRAFICO DE VOTOS ART. 390A,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,LA GUAJIRA,URUMITA,2019,1
1969,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,NORTE DE SANTANDER,CÚCUTA,2019,1
1971,VOTO FRAUDULENTO ART. 391 C.P,SI,NO,NO,INACTIVO,EJECUCIÓN DE PENAS,LEY 906,"BOGOTÁ, D. C.","BOGOTÁ, D.C.",2019,1
1973,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,SANTANDER,PUERTO PARRA,2019,1
1978,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,RISARALDA,LA CELIA,2019,2
1980,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,SANTANDER,GIRÓN,2019,1
1981,ELECCION ILICITA DE CANDIDATOS ART. 389A,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,BOYACA,BELÉN,2019,1
1983,VOTO FRAUDULENTO ART. 391 C.P,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOYACA,SUSACÓN,2019,4
1984,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,SILVANIA,2019,1
1986,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,GUACHETÁ,2019,1
1987,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,ARAUCA,ARAUCA,2019,1
1991,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,SANTANDER,SABANA DE TORRES,2019,1
1993,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,NORTE DE SANTANDER,EL ZULIA,2019,1
1994,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,TOLIMA,SAN ANTONIO,2019,1
1995,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,SUCRE,SINCELEJO,2019,1
1996,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,FUNZA,2019,1
1998,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOYACA,GUATEQUE,2019,1
2002,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOYACA,CHIQUINQUIRÁ,2019,2
2008,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,LA GUAJIRA,URUMITA,2019,2
2009,TRAFICO DE VOTOS ART. 390A,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,CHOCÓ,SIPÍ,2019,1
2014,FAVORECIMIENTO DE VOTO FRAUDULENTO ART. 392 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,MAGDALENA,CONCORDIA,2019,1
2018,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,ANTIOQUIA,LA UNIÓN,2019,1
2020,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,NARIÑO,LINARES,2019,1
2021,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,NARIÑO,MOSQUERA,2019,1
2022,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CESAR,VALLEDUPAR,2019,3
2031,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CESAR,LA JAGUA DE IBIRICO,2019,1
2032,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,TOLIMA,ALVARADO,2019,1
2033,FINANCIACION DE CAMPAÑAS ELECTORALES CON FUENTES PROHIBIDAS ART.396A,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,RISARALDA,PEREIRA,2019,1
2036,VOTO FRAUDULENTO ART. 391 C.P,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,ANTIOQUIA,CALDAS,2019,1
2039,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOYACA,RONDÓN,2019,1
2041,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,ANTIOQUIA,ITAGUI,2019,1
2042,TRAFICO DE VOTOS ART. 390A,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,ATLÁNTICO,BARRANQUILLA,2019,1
2043,ELECCION ILICITA DE CANDIDATOS ART. 389A,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,BOYACA,GUATEQUE,2019,1
2044,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,ARAUCA,ARAUQUITA,2019,1
2051,INTERVENCION EN POLITICA ART. 422 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,SANTANDER,RIONEGRO,2019,1
2052,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,TOLIMA,COYAIMA,2019,1
2053,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,NO,SI,INACTIVO,JUICIO,LEY 906,SANTANDER,PALMAR,2019,1
2055,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,PUTUMAYO,MOCOA,2019,1
2059,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,META,PUERTO LÓPEZ,2019,1
2061,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,NARIÑO,BARBACOAS,2019,1
2062,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,TOLIMA,IBAGUÉ,2019,1
2063,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,BOLÍVAR,MARÍA LA BAJA,2019,1
2065,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,ATLÁNTICO,BARRANQUILLA,2019,6
2066,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,SIBATÉ,2019,2
2068,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,ANTIOQUIA,CARACOLÍ,2019,1
2073,INTERVENCION EN POLITICA ART. 422 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,NARIÑO,BARBACOAS,2019,1
2076,FRAUDE AL SUFRAGANTE ART. 388 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,MAGDALENA,ARIGUANÍ,2019,1
2077,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,LA GUAJIRA,EL MOLINO,2019,1
2078,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,NORTE DE SANTANDER,LOS PATIOS,2019,1
2081,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,META,ACACÍAS,2019,1
2087,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,META,PUERTO GAITÁN,2019,1
2089,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,BOYACA,ZETAQUIRA,2019,1
2092,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,TOLIMA,ATACO,2019,1
2094,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,CUNDINAMARCA,EL COLEGIO,2019,1
2095,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,META,PUERTO LÓPEZ,2019,1
2100,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INVESTIGACIÓN,LEY 906,TOLIMA,VALLE DE SAN JUAN,2019,1
2103,FRAUDE AL SUFRAGANTE ART. 388 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,NARIÑO,SAN LORENZO,2019,1
2105,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,ATLÁNTICO,BARRANQUILLA,2019,1
2108,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CÓRDOBA,SAN PELAYO,2019,1
2110,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CESAR,LA PAZ,2019,1
2111,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,ATLÁNTICO,BARRANQUILLA,2019,2
2115,PERTURBACION DE CERTAMEN DEMOCRATICO ART. 386 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,CHOCÓ,NÓVITA,2019,2
2120,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CESAR,CHIRIGUANÁ,2019,1
2122,INTERVENCION EN POLITICA ART. 422 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,TOLIMA,PIEDRAS,2019,1
2127,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,VALLE DEL CAUCA,EL CERRITO,2019,1
2128,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,LA GUAJIRA,MAICAO,2019,2
2133,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CHOCÓ,EL CARMEN DE ATRATO,2019,1
2137,INTERVENCION EN POLITICA ART. 422 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,BOYACA,COVARACHÍA,2019,2
2139,DELITOS CONTRA MECANISMOS DE PARTICIPACION DEMOCRATICA,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,RISARALDA,PEREIRA,2019,1
2140,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,SANTANDER,SAN JOSÉ DE MIRANDA,2019,1
2146,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,SUCRE,COROZAL,2019,1
2148,"OCULTAMIENTO, RETENCION Y POSESION ILICITA DE CEDULA ART. 395 C.P.",NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CALDAS,MANIZALES,2019,1
2151,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,TOLIMA,PRADO,2019,1
2152,INTERVENCION EN POLITICA ART. 422 C.P.,SI,NO,NO,INACTIVO,INDAGACIÓN,LEY 906,CASANARE,OROCUÉ,2019,1
2153,FRAUDE EN LA INSCRIPCION DE CEDULAS ART. 389 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,META,EL DORADO,2019,1
2160,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,NORTE DE SANTANDER,SALAZAR,2019,1
2161,VOTO FRAUDULENTO ART. 391 C.P,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,TOLIMA,NATAGAIMA,2019,2
2162,ALTERACION DE RESULTADOS ELECTORALES ART. 394  C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CALDAS,PÁCORA,2019,1
2166,CONSTREÑIMIENTO AL SUFRAGANTE ART. 387 C.P.,NO,SI,NO,INACTIVO,INDAGACIÓN,LEY 906,CAQUETÁ,SAN VICENTE DEL CAGUÁN,2019,1
2169,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,TOLIMA,NATAGAIMA,2019,2
2173,CORRUPCION DE SUFRAGANTE ART. 390 C.P.,SI,NO,NO,ACTIVO,INDAGACIÓN,LEY 906,CESAR,VALLEDUPAR,2019,2
