,cod_dep,cod_mun,departament,municipality,total
284,07,256,BOYACA,SANTA SOFIA,289
285,07,259,BOYACA,SATIVANORTE,235
286,07,262,BOYACA,SATIVASUR,164
287,07,265,BOYACA,SIACHOQUE,434
288,07,268,BOYACA,SOATA,427
289,07,271,BOYACA,SOCOTA,664
290,07,274,BOYACA,SOCHA,655
291,07,277,BOYACA,SOGAMOSO,4896
292,07,280,BOYACA,SOMONDOCO,317
293,07,281,BOYACA,SORA,335
294,07,282,BOYACA,SORACA,438
295,07,283,BOYACA,SOTAQUIRA,629
296,07,286,BOYACA,SUSACON,277
297,07,289,BOYACA,SUTAMARCHAN,748
298,07,292,BOYACA,SUTATENZA,327
299,07,298,BOYACA,TASCO,439
300,07,301,BOYACA,TENZA,335
301,07,304,BOYACA,TIBANA,600
302,07,307,BOYACA,TIBASOSA,748
303,07,310,BOYACA,TINJACA,348
304,07,311,BOYACA,TIPACOQUE,344
305,07,313,BOYACA,TOCA,526
306,07,316,BOYACA,TOGUI,366
307,07,319,BOYACA,TOPAGA,344
308,07,322,BOYACA,TOTA,372
309,07,324,BOYACA,TUNUNGUA,83
310,07,325,BOYACA,TURMEQUE,372
311,07,328,BOYACA,TUTA,755
312,07,331,BOYACA,TUTAZA,284
313,07,334,BOYACA,UMBITA,305
314,07,337,BOYACA,VENTAQUEMADA,610
315,07,340,BOYACA,VIRACACHA,205
316,07,346,BOYACA,ZETAQUIRA,683
317,09,001,CALDAS,MANIZALES,24652
318,09,004,CALDAS,AGUADAS,935
319,09,007,CALDAS,ANSERMA,1453
320,09,013,CALDAS,ARANZAZU,466
321,09,022,CALDAS,BELALCAZAR,917
322,09,034,CALDAS,CHINCHINA,2882
323,09,037,CALDAS,FILADELFIA,766
324,09,049,CALDAS,LA DORADA,3377
325,09,052,CALDAS,LA MERCED,594
326,09,055,CALDAS,MANZANARES,1046
327,09,058,CALDAS,MARMATO,898
328,09,061,CALDAS,MARQUETALIA,715
329,09,067,CALDAS,MARULANDA,404
330,09,076,CALDAS,NEIRA,935
331,09,078,CALDAS,NORCASIA,473
332,09,079,CALDAS,PACORA,683
333,09,082,CALDAS,PALESTINA,1424
334,09,085,CALDAS,PENSILVANIA,1205
335,09,103,CALDAS,RIOSUCIO,1333
336,09,106,CALDAS,RISARALDA,608
337,09,109,CALDAS,SALAMINA,687
338,09,115,CALDAS,SAMANA,1258
339,09,120,CALDAS,SAN JOSE,631
340,09,124,CALDAS,SUPIA,1148
341,09,127,CALDAS,VICTORIA,872
342,09,130,CALDAS,VILLAMARIA,4152
343,09,133,CALDAS,VITERBO,696
344,11,001,CAUCA,POPAYAN,14154
345,11,004,CAUCA,ALMAGUER,1175
346,11,005,CAUCA,ARGELIA,3138
347,11,006,CAUCA,BALBOA,881
348,11,007,CAUCA,BOLIVAR,1505
349,11,010,CAUCA,BUENOS AIRES,1576
350,11,013,CAUCA,CAJIBIO,1862
351,11,016,CAUCA,CALDONO,1548
352,11,019,CAUCA,CALOTO,1484
353,11,022,CAUCA,CORINTO,919
354,11,025,CAUCA,EL TAMBO,2028
355,11,027,CAUCA,FLORENCIA,297
356,11,028,CAUCA,GUAPI,883
357,11,029,CAUCA,GUACHENE,2381
358,11,031,CAUCA,INZA,1102
359,11,034,CAUCA,JAMBALO,439
360,11,037,CAUCA,LA SIERRA,1087
361,11,040,CAUCA,LA VEGA,2351
362,11,043,CAUCA,LOPEZ (MICAY),1973
363,11,046,CAUCA,MERCADERES,1174
364,11,049,CAUCA,MIRANDA,2149
365,11,052,CAUCA,MORALES,1043
366,11,053,CAUCA,PADILLA,615
367,11,055,CAUCA,PAEZ (BELALCAZAR),1307
368,11,058,CAUCA,PATIA (EL BORDO),1625
369,11,060,CAUCA,PIAMONTE,1369
370,11,061,CAUCA,PIENDAMO,1614
371,11,064,CAUCA,PUERTO TEJADA,2243
372,11,067,CAUCA,PURACE (COCONUCO),1001
373,11,070,CAUCA,ROSAS,820
374,11,073,CAUCA,SAN SEBASTIAN,1065
375,11,076,CAUCA,SANTANDER DE QUILICHAO,3459
376,11,079,CAUCA,SANTA ROSA,896
377,11,082,CAUCA,SILVIA,696
378,11,085,CAUCA,SOTARA (PAISPAMBA),974
379,11,086,CAUCA,SUCRE,1017
380,11,087,CAUCA,SUAREZ,1361
381,11,088,CAUCA,TIMBIO,2210
382,11,091,CAUCA,TIMBIQUI,1849
383,11,094,CAUCA,TORIBIO,641
384,11,097,CAUCA,TOTORO,1602
385,11,098,CAUCA,VILLA RICA,1100
386,12,001,CESAR,VALLEDUPAR,35826
387,12,075,CESAR,AGUACHICA,6121
388,12,150,CESAR,AGUSTIN CODAZZI,4791
389,12,170,CESAR,ASTREA,2143
390,12,180,CESAR,BECERRIL,2476
391,12,200,CESAR,BOSCONIA,3331
392,12,225,CESAR,CURUMANI,3458
393,12,300,CESAR,CHIMICHAGUA,2740
394,12,375,CESAR,CHIRIGUANA,2663
395,12,410,CESAR,EL COPEY,5291
396,12,415,CESAR,EL PASO,3916
397,12,450,CESAR,GAMARRA,1274
398,12,525,CESAR,GONZALEZ,673
399,12,600,CESAR,LA GLORIA,1435
400,12,608,CESAR,LA JAGUA DE IBIRICO,4373
401,12,625,CESAR,MANAURE BALCON DEL CESAR (MANA,1268
402,12,650,CESAR,PAILITAS,1410
403,12,700,CESAR,PELAYA,1893
404,12,720,CESAR,PUEBLO BELLO,2517
405,12,750,CESAR,RIO DE ORO,1956
406,12,800,CESAR,SAN ALBERTO,1969
407,12,825,CESAR,LA PAZ,3248
408,12,850,CESAR,SAN DIEGO,1979
409,12,875,CESAR,SAN MARTIN,2497
410,12,900,CESAR,TAMALAMEQUE,1453
411,13,001,CORDOBA,MONTERIA,58135
412,13,004,CORDOBA,AYAPEL,3169
413,13,007,CORDOBA,BUENAVISTA,1913
414,13,009,CORDOBA,CANALETE,2113
415,13,010,CORDOBA,CERETE,5188
416,13,013,CORDOBA,CIENAGA DE ORO,4566
417,13,014,CORDOBA,COTORRA (BONGO),1326
418,13,016,CORDOBA,CHIMA,1102
419,13,019,CORDOBA,CHINU,3470
420,13,020,CORDOBA,LA APARTADA (FRONTERA),1526
421,13,022,CORDOBA,LORICA,11532
422,13,023,CORDOBA,LOS CORDOBAS,2492
423,13,024,CORDOBA,MOMIL,1492
424,13,025,CORDOBA,MONTELIBANO,5818
425,13,027,CORDOBA,MOÑITOS,1947
426,13,028,CORDOBA,PLANETA RICA,3765
427,13,031,CORDOBA,PUEBLO NUEVO,2885
428,13,032,CORDOBA,PUERTO LIBERTADOR,3599
429,13,033,CORDOBA,PUERTO ESCONDIDO,1892
430,13,034,CORDOBA,PURISIMA,1398
431,13,037,CORDOBA,SAHAGUN,11975
432,13,040,CORDOBA,SAN ANDRES DE SOTAVENTO,1373
433,13,043,CORDOBA,SAN ANTERO,2300
434,13,046,CORDOBA,SAN BERNARDO DEL VIENTO,2845
435,13,049,CORDOBA,SAN CARLOS,2278
436,13,052,CORDOBA,SAN JOSE DE URE,1360
437,13,055,CORDOBA,SAN PELAYO,6027
438,13,058,CORDOBA,TIERRALTA,7210
439,13,060,CORDOBA,TUCHIN,3745
440,13,061,CORDOBA,VALENCIA,2854
441,15,004,CUNDINAMARCA,AGUA DE DIOS,960
442,15,007,CUNDINAMARCA,ALBAN,815
443,15,010,CUNDINAMARCA,ANAPOIMA,1411
444,15,013,CUNDINAMARCA,ANOLAIMA,1068
445,15,016,CUNDINAMARCA,ARBELAEZ,715
446,15,019,CUNDINAMARCA,BELTRAN,289
447,15,022,CUNDINAMARCA,BITUIMA,396
448,15,025,CUNDINAMARCA,BOJACA,606
449,15,029,CUNDINAMARCA,CABRERA,449
450,15,030,CUNDINAMARCA,CACHIPAY,1098
451,15,031,CUNDINAMARCA,CAJICA,6706
452,15,034,CUNDINAMARCA,CAPARRAPI,1138
453,15,037,CUNDINAMARCA,CAQUEZA,906
454,15,040,CUNDINAMARCA,CARMEN DE CARUPA,376
455,15,043,CUNDINAMARCA,COGUA,1407
456,15,046,CUNDINAMARCA,COTA,4068
457,15,049,CUNDINAMARCA,CUCUNUBA,635
458,15,052,CUNDINAMARCA,CHAGUANI,521
459,15,055,CUNDINAMARCA,CHIA,6371
460,15,058,CUNDINAMARCA,CHIPAQUE,618
461,15,061,CUNDINAMARCA,CHOACHI,808
462,15,064,CUNDINAMARCA,CHOCONTA,762
463,15,067,CUNDINAMARCA,EL COLEGIO,3827
464,15,070,CUNDINAMARCA,EL PEÑON,709
465,15,072,CUNDINAMARCA,EL ROSAL,1633
466,15,076,CUNDINAMARCA,FACATATIVA,5530
467,15,079,CUNDINAMARCA,FOMEQUE,548
468,15,085,CUNDINAMARCA,FOSCA,378
469,15,088,CUNDINAMARCA,FUNZA,7359
470,15,091,CUNDINAMARCA,FUQUENE,458
471,15,094,CUNDINAMARCA,FUSAGASUGA,9539
472,15,097,CUNDINAMARCA,GACHALA,413
473,15,100,CUNDINAMARCA,GACHANCIPA,1542
474,15,103,CUNDINAMARCA,GACHETA,568
475,15,106,CUNDINAMARCA,GAMA,237
476,15,109,CUNDINAMARCA,GIRARDOT,6600
477,15,112,CUNDINAMARCA,GUACHETA,940
478,15,115,CUNDINAMARCA,GUADUAS,2118
479,15,118,CUNDINAMARCA,GUASCA,809
480,15,121,CUNDINAMARCA,GUATAQUI,456
481,15,124,CUNDINAMARCA,GUATAVITA,297
482,15,127,CUNDINAMARCA,GUAYABAL DE SIQUIMA,587
483,15,128,CUNDINAMARCA,GUAYABETAL,517
484,15,130,CUNDINAMARCA,GUTIERREZ,221
485,15,132,CUNDINAMARCA,GRANADA,783
486,15,133,CUNDINAMARCA,JERUSALEN,400
487,15,136,CUNDINAMARCA,JUNIN,580
488,15,139,CUNDINAMARCA,LA CALERA,4273
489,15,142,CUNDINAMARCA,LA MESA,3031
490,15,145,CUNDINAMARCA,LA PALMA,933
491,15,148,CUNDINAMARCA,LA PEÑA,808
492,15,151,CUNDINAMARCA,LA VEGA,1528
493,15,154,CUNDINAMARCA,LENGUAZAQUE,600
494,15,157,CUNDINAMARCA,MACHETA,494
495,15,160,CUNDINAMARCA,MADRID,8063
496,15,163,CUNDINAMARCA,MANTA,327
497,15,166,CUNDINAMARCA,MEDINA,909
498,15,169,CUNDINAMARCA,MOSQUERA,9990
499,15,172,CUNDINAMARCA,NARIÑO,370
500,15,175,CUNDINAMARCA,NEMOCON,1317
501,15,178,CUNDINAMARCA,NILO,1009
502,15,181,CUNDINAMARCA,NIMAIMA,625
503,15,184,CUNDINAMARCA,NOCAIMA,611
504,15,190,CUNDINAMARCA,PACHO,3137
505,15,193,CUNDINAMARCA,PAIME,998
506,15,196,CUNDINAMARCA,PANDI,890
507,15,198,CUNDINAMARCA,PARATEBUENO (LA NAGUAYA),1290
508,15,199,CUNDINAMARCA,PASCA,745
509,15,202,CUNDINAMARCA,PUERTO SALGAR,1333
510,15,205,CUNDINAMARCA,PULI,510
511,15,208,CUNDINAMARCA,QUEBRADANEGRA,619
512,15,211,CUNDINAMARCA,QUETAME,632
513,15,214,CUNDINAMARCA,QUIPILE,947
514,15,217,CUNDINAMARCA,APULO,892
515,15,218,CUNDINAMARCA,RICAURTE,1468
516,15,220,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,1167
517,15,223,CUNDINAMARCA,SAN BERNARDO,716
518,15,226,CUNDINAMARCA,SAN CAYETANO,720
519,15,229,CUNDINAMARCA,SAN FRANCISCO,1351
520,15,232,CUNDINAMARCA,SAN JUAN DE RIOSECO,1010
521,15,235,CUNDINAMARCA,SASAIMA,1109
522,15,238,CUNDINAMARCA,SESQUILE,736
523,15,239,CUNDINAMARCA,SIBATE,2675
524,15,241,CUNDINAMARCA,SILVANIA,2266
525,15,244,CUNDINAMARCA,SIMIJACA,637
526,15,247,CUNDINAMARCA,SOACHA,40995
527,15,250,CUNDINAMARCA,SOPO,1375
528,15,256,CUNDINAMARCA,SUBACHOQUE,359
529,15,259,CUNDINAMARCA,SUESCA,783
530,15,262,CUNDINAMARCA,SUPATA,604
531,15,265,CUNDINAMARCA,SUSA,273
532,15,268,CUNDINAMARCA,SUTATAUSA,455
533,15,271,CUNDINAMARCA,TABIO,867
534,15,274,CUNDINAMARCA,TAUSA,519
535,15,277,CUNDINAMARCA,TENA,1451
536,15,280,CUNDINAMARCA,TENJO,1621
537,15,283,CUNDINAMARCA,TIBACUY,827
538,15,286,CUNDINAMARCA,TIBIRITA,370
539,15,289,CUNDINAMARCA,TOCAIMA,1084
540,15,292,CUNDINAMARCA,TOCANCIPA,5696
541,15,295,CUNDINAMARCA,TOPAIPI,750
542,15,298,CUNDINAMARCA,UBALA,1095
543,15,301,CUNDINAMARCA,UBAQUE,641
544,15,304,CUNDINAMARCA,UBATE,1653
545,15,307,CUNDINAMARCA,UNE,487
546,15,316,CUNDINAMARCA,UTICA,500
547,15,318,CUNDINAMARCA,VENECIA,601
548,15,319,CUNDINAMARCA,VERGARA,746
549,15,322,CUNDINAMARCA,VIANI,718
550,15,323,CUNDINAMARCA,VILLAGOMEZ,401
551,15,325,CUNDINAMARCA,VILLAPINZON,334
552,15,328,CUNDINAMARCA,VILLETA,1793
553,15,331,CUNDINAMARCA,VIOTA,1723
554,15,334,CUNDINAMARCA,YACOPI,1432
555,15,337,CUNDINAMARCA,ZIPACON,632
556,15,340,CUNDINAMARCA,ZIPAQUIRA,5621
557,16,001,BOGOTA D.C.,BOGOTA. D.C.,423622
558,17,001,CHOCO,QUIBDO,6201
559,17,002,CHOCO,ATRATO (YUTO),1855
560,17,004,CHOCO,ACANDI,1310
561,17,006,CHOCO,ALTO BAUDO (PIE DE PATO),1628
562,17,007,CHOCO,BAGADO,1453
